order_detail_id,order_id,product_id,quantity
557,13814,1897,1
558,9180,413,1
559,606,912,1
560,6642,346,1
561,5747,1147,1
562,4856,679,1
563,2121,681,1
564,3256,548,1
565,2800,431,1
566,4776,1763,1
567,1410,73,1
568,1657,745,1
569,4544,345,1
570,329,714,1
571,9541,1361,1
572,8485,1897,1
573,9692,1179,1
574,2573,812,1
575,255,214,1
576,5927,913,1
577,6816,264,1
578,12666,1713,1
579,544,207,1
580,3150,135,1
581,12277,1954,1
582,7180,359,1
583,14526,1595,1
584,912,1481,1
585,8495,1537,1
586,12772,387,1
587,11329,1195,1
588,9267,1663,1
589,10435,398,1
590,8054,485,1
591,11759,1579,1
592,12448,881,1
593,10263,1162,1
594,605,1104,1
595,5592,504,1
596,7540,431,1
597,6371,1812,1
598,5344,206,1
599,10345,159,1
600,3725,1037,1
601,11093,1587,1
602,5035,713,1
603,4829,1119,1
604,121,1587,1
605,10372,1704,1
606,9853,408,1
607,7790,1163,1
608,857,1112,1
609,7895,258,1
610,3907,11,1
611,3453,1363,1
612,14704,1237,1
613,5133,73,1
614,4420,962,1
615,9516,1981,1
616,5622,59,1
617,12141,1012,1
618,8999,337,1
619,13721,1031,1
620,13107,1697,1
621,7839,445,1
622,4987,1714,1
623,11916,511,1
624,12811,275,1
625,8320,912,1
626,784,164,1
627,7014,58,1
628,7320,1397,1
629,6053,1445,1
630,11403,281,1
631,11821,1861,1
632,4469,648,1
633,6492,1964,1
634,738,1662,1
635,4145,195,1
636,13398,1395,1
637,13155,429,1
638,10687,1761,1
639,9070,364,1
640,11378,1069,1
641,13308,1437,1
642,6374,79,1
643,5257,1581,1
644,6812,331,1
645,9582,159,1
646,833,408,1
647,3036,1195,1
648,8660,1112,1
649,9536,831,1
650,4534,254,1
651,50,46,1
652,8142,598,1
653,13282,1829,1
654,2085,669,1
655,3632,1179,1
656,6616,829,1
657,5723,1079,1
658,4510,1219,1
659,14833,935,1
660,2462,285,1
661,278,575,1
662,13043,113,1
663,2417,214,1
664,13724,745,1
665,9091,707,1
666,3282,1519,1
667,9387,47,1
668,8421,529,1
669,2601,12,1
670,13369,381,1
671,6511,845,1
672,4412,1581,1
673,3729,214,1
674,5642,719,1
675,151,229,1
676,3699,1807,1
677,7604,206,1
678,10148,375,1
679,2693,957,1
680,2192,507,1
681,3172,314,1
682,13113,1085,1
683,6103,381,1
684,4155,1814,1
685,7202,161,1
686,13443,1507,1
687,13589,1713,1
688,7906,561,1
689,5713,345,1
690,8010,1811,1
691,7416,1013,1
692,14198,1857,1
693,9104,1961,1
694,13307,1881,1
695,9047,1162,1
696,10222,1354,1
697,5500,312,1
698,8500,762,1
699,6322,247,1
700,12140,1147,1
701,975,1629,1
702,2094,1113,1
703,3259,795,1
704,13717,62,1
705,10011,1685,1
706,5931,1229,1
707,3762,457,1
708,9385,3,1
709,13314,1345,1
710,1196,1214,1
711,10772,1462,1
712,11465,1557,1
713,2309,1369,1
714,8427,407,1
715,10910,563,1
716,2953,712,1
717,3077,125,1
718,12690,46,1
719,2072,1519,1
720,4342,1461,1
721,3013,757,1
722,2429,329,1
723,13872,1957,1
724,3053,1757,1
725,3859,598,1
726,9892,1479,1
727,2270,509,1
728,7809,797,1
729,12152,559,1
730,6963,714,1
731,13632,1557,1
732,8918,485,1
733,5123,1162,1
734,2940,857,1
735,6228,575,1
736,13624,1719,1
737,13403,264,1
738,5017,1029,1
739,10827,1681,1
740,5646,1329,1
741,9149,373,1
742,12082,203,1
743,13690,63,1
744,5614,648,1
745,12682,59,1
746,7737,1031,1
747,11956,1362,1
748,3635,887,1
749,13466,1687,1
750,7458,535,1
751,4866,1895,1
752,6431,1229,1
753,8769,245,1
754,1505,1431,1
755,13514,7,1
756,2943,1661,1
757,6582,1114,1
758,7584,947,1
759,13647,1629,1
760,9206,435,1
761,12962,1185,1
762,3805,1011,1
763,5372,109,1
764,5352,296,1
765,3996,1812,1
766,142,1547,1
767,6617,811,1
768,2351,197,1
769,11422,1707,1
770,348,64,1
771,4246,406,1
772,2441,707,1
773,306,304,1
774,3950,745,1
775,13207,1847,1
776,40,545,1
777,2334,1104,1
778,10965,1379,1
779,12174,564,1
780,8193,1919,1
781,5595,1411,1
782,1606,1904,1
783,6018,1387,1
784,752,1504,1
785,10172,513,1
786,580,1769,1
787,7862,963,1
788,11623,509,1
789,4735,631,1
790,9867,395,1
791,6526,637,1
792,2411,1862,1
793,7417,64,1
794,3692,987,1
795,509,804,1
796,14294,645,1
797,11704,1211,1
798,8196,645,1
799,12958,1711,1
800,9186,357,1
801,5312,669,1
802,4024,1762,1
803,11190,1314,1
804,11697,563,1
805,3659,487,1
806,13760,359,1
807,14561,929,1
808,4224,729,1
809,11762,281,1
810,307,1469,1
811,6370,519,1
812,5222,181,1
813,11238,1029,1
814,9957,396,1
815,6131,811,1
816,13553,1714,1
817,1236,209,1
818,12049,9,1
819,12498,61,1
820,230,1381,1
821,4764,114,1
822,2909,1495,1
823,154,919,1
824,7784,1145,1
825,10473,6,1
826,9978,1935,1
827,10415,103,1
828,10936,1679,1
829,4919,211,1
830,9739,196,1
831,9980,459,1
832,3994,31,1
833,14410,1037,1
834,12658,145,1
835,5663,212,1
836,1869,1104,1
837,7644,1214,1
838,2864,935,1
839,11030,1037,1
840,9371,279,1
841,7,1569,1
842,7710,835,1
843,372,1731,1
844,2278,1914,1
845,1165,463,1
846,14944,237,1
847,5570,1119,1
848,7616,407,1
849,6476,1307,1
850,4868,1385,1
851,5371,1562,1
852,8912,781,1
853,2895,469,1
854,10765,1112,1
855,9928,854,1
856,11338,762,1
857,12253,331,1
858,13643,937,1
859,2548,163,1
860,10738,681,1
861,187,1212,1
862,1455,957,1
863,13405,79,1
864,13245,46,1
865,3166,519,1
866,12450,353,1
867,3830,979,1
868,9190,811,1
869,2688,212,1
870,5609,1557,1
871,14646,408,1
872,4730,569,1
873,14568,147,1
874,5428,1257,1
875,11189,598,1
876,2745,1629,1
877,13300,704,1
878,6087,554,1
879,794,769,1
880,14969,307,1
881,8790,1254,1
882,9296,1211,1
883,14849,1929,1
884,7678,75,1
885,6920,185,1
886,4399,54,1
887,8113,1563,1
888,2132,95,1
889,7231,461,1
890,7968,969,1
891,9269,361,1
892,863,1535,1
893,6974,404,1
894,11394,454,1
895,6721,1395,1
896,3033,1464,1
897,9544,612,1
898,389,1947,1
899,36,498,1
900,10631,1107,1
901,11808,829,1
902,8194,346,1
903,6919,1364,1
904,10633,1487,1
905,4811,1269,1
906,663,707,1
907,10008,1107,1
908,7502,604,1
909,11640,548,1
910,11032,1569,1
911,13667,963,1
912,693,463,1
913,359,229,1
914,11412,307,1
915,1379,611,1
916,558,1412,1
917,7836,1829,1
918,2251,1264,1
919,3554,7,1
920,8451,31,1
921,6501,737,1
922,14790,1487,1
923,13517,847,1
924,4341,712,1
925,11969,111,1
926,132,531,1
927,7962,607,1
928,11106,1635,1
929,2405,425,1
930,15000,979,1
931,9944,1964,1
932,8332,9,1
933,5367,1745,1
934,10717,579,1
935,8852,1463,1
936,9407,1904,1
937,9175,11,1
938,10242,962,1
939,4407,1262,1
940,4604,556,1
941,4871,847,1
942,6318,58,1
943,12547,1437,1
944,11523,563,1
945,8180,1763,1
946,10877,1385,1
947,846,11,1
948,787,256,1
949,13939,1457,1
950,4022,711,1
951,14299,137,1
952,11714,57,1
953,4607,545,1
954,6697,254,1
955,2678,1737,1
956,1536,629,1
957,3089,473,1
958,13604,1847,1
959,11887,1781,1
960,11910,407,1
961,4817,1745,1
962,7082,7,1
963,2961,198,1
964,11193,779,1
965,12090,857,1
966,3874,264,1
967,7391,1931,1
968,868,804,1
969,2898,1047,1
970,10266,1731,1
971,12870,79,1
972,7863,1431,1
973,2231,159,1
974,12191,1385,1
975,7437,1981,1
976,11964,1854,1
977,2703,79,1
978,4748,931,1
979,630,547,1
980,2305,1819,1
981,4529,1257,1
982,14050,997,1
983,11139,323,1
984,9851,1161,1
985,10525,579,1
986,3634,604,1
987,629,1297,1
988,13213,1181,1
989,5902,463,1
990,6575,1504,1
991,7841,1135,1
992,11576,935,1
993,14307,1554,1
994,3072,87,1
995,10133,1811,1
996,2610,1364,1
997,14474,895,1
998,1271,1861,1
999,6849,53,1
1000,3791,212,1
1001,2552,987,1
1002,8956,1235,1
1003,8069,1312,1
1004,3596,812,1
1005,5355,159,1
1006,3009,585,1
1007,3776,1804,1
1008,12301,1745,1
1009,9015,595,1
1010,9719,457,1
1011,1321,248,1
1012,3415,395,1
1013,1479,364,1
1014,14538,1107,1
1015,9741,1114,1
1016,7431,635,1
1017,5651,323,1
1018,6828,7,1
1019,13848,529,1
1020,4273,513,1
1021,10094,4,1
1022,13518,556,1
1023,8945,56,1
1024,9539,1464,1
1025,9119,1663,1
1026,7063,1812,1
1027,14430,75,1
1028,7225,1847,1
1029,2866,1462,1
1030,1617,214,1
1031,12374,1081,1
1032,4455,695,1
1033,2404,4,1
1034,1968,353,1
1035,7351,195,1
1036,7346,146,1
1037,11828,1214,1
1038,1754,895,1
1039,1926,135,1
1040,10808,1885,1
1041,1335,1631,1
1042,14946,61,1
1043,396,1363,1
1044,10680,1712,1
1045,3651,1331,1
1046,8562,757,1
1047,13218,1335,1
1048,2359,1829,1
1049,7179,961,1
1050,10161,1829,1
1051,9026,1854,1
1052,5224,185,1
1053,11233,245,1
1054,9759,1812,1
1055,3747,1112,1
1056,11264,1814,1
1057,5615,1487,1
1058,14601,437,1
1059,4843,1447,1
1060,4308,1564,1
1061,5420,1963,1
1062,4617,1011,1
1063,1015,545,1
1064,4739,312,1
1065,14248,96,1
1066,8405,387,1
1067,2387,1937,1
1068,434,1619,1
1069,6346,1714,1
1070,14913,81,1
1071,3154,1085,1
1072,5710,1964,1
1073,12056,396,1
1074,468,1987,1
1075,2013,1379,1
1076,2168,587,1
1077,14855,231,1
1078,11278,1207,1
1079,4372,1563,1
1080,423,1985,1
1081,7592,319,1
1082,9356,1395,1
1083,226,1245,1
1084,430,3,1
1085,6078,1969,1
1086,9197,307,1
1087,5883,169,1
1088,12234,1035,1
1089,3522,1113,1
1090,11980,3,1
1091,11535,348,1
1092,4471,1285,1
1093,7230,1704,1
1094,10909,45,1
1095,2863,69,1
1096,127,273,1
1097,1310,1229,1
1098,10619,59,1
1099,7819,104,1
1100,5193,156,1
1101,988,1429,1
1102,1480,1257,1
1103,12738,269,1
1104,12155,579,1
1105,12821,1435,1
1106,4878,306,1
1107,6123,69,1
1108,247,1697,1
1109,13916,285,1
1110,10405,1829,1
1111,7585,463,1
1112,4984,514,1
1113,10937,613,1
1114,9808,1463,1
1115,13438,1464,1
1116,12864,137,1
1117,10030,613,1
1118,11738,1231,1
1119,5721,361,1
1120,12193,95,1
1121,8169,263,1
1122,13359,525,1
1123,12159,613,1
1124,8238,397,1
1125,10332,1379,1
1126,10218,162,1
1127,13637,837,1
1128,10336,1279,1
1129,1,1513,1
1130,13110,1395,1
1131,10660,1754,1
1132,10888,257,1
1133,11877,581,1
1134,3525,223,1
1135,14158,1587,1
1136,13997,445,1
1137,8433,123,1
1138,8236,862,1
1139,13651,403,1
1140,778,254,1
1141,6560,1304,1
1142,3050,1264,1
1143,10191,1614,1
1144,12194,1464,1
1145,14783,1435,1
1146,7731,1285,1
1147,7345,1462,1
1148,5327,1495,1
1149,4833,864,1
1150,14509,57,1
1151,4911,448,1
1152,6910,1811,1
1153,3123,162,1
1154,6666,564,1
1155,4940,1619,1
1156,2005,1381,1
1157,965,146,1
1158,8905,359,1
1159,4931,554,1
1160,12333,1562,1
1161,8575,498,1
1162,14083,569,1
1163,14899,507,1
1164,5259,997,1
1165,14004,209,1
1166,5116,1712,1
1167,3310,1985,1
1168,7599,1281,1
1169,697,1262,1
1170,10742,156,1
1171,8036,1535,1
1172,8300,1112,1
1173,8888,954,1
1174,11490,213,1
1175,3615,661,1
1176,12617,606,1
1177,8713,1681,1
1178,6000,1919,1
1179,7765,395,1
1180,10080,606,1
1181,8370,712,1
1182,1114,647,1
1183,3527,1531,1
1184,381,1195,1
1185,13914,648,1
1186,4131,835,1
1187,3349,1445,1
1188,3231,514,1
1189,2735,246,1
1190,1841,481,1
1191,14202,304,1
1192,9461,329,1
1193,7159,175,1
1194,11723,1911,1
1195,6847,537,1
1196,12795,1507,1
1197,14621,1819,1
1198,967,1414,1
1199,2450,112,1
1200,14931,75,1
1201,3244,269,1
1202,13574,1735,1
1203,7539,1245,1
1204,3880,304,1
1205,5707,687,1
1206,8768,1612,1
1207,11933,957,1
1208,228,1147,1
1209,10929,1061,1
1210,2979,554,1
1211,8617,269,1
1212,10272,273,1
1213,6290,1404,1
1214,3719,1964,1
1215,13957,1314,1
1216,9958,513,1
1217,4845,1635,1
1218,10304,1829,1
1219,7981,854,1
1220,12611,1812,1
1221,9623,737,1
1222,4505,1814,1
1223,4927,259,1
1224,10160,123,1
1225,13556,911,1
1226,11748,1631,1
1227,12015,1285,1
1228,492,4,1
1229,4004,511,1
1230,12064,1285,1
1231,7330,579,1
1232,9849,1281,1
1233,3425,1464,1
1234,12514,411,1
1235,321,1062,1
1236,11346,531,1
1237,7900,911,1
1238,3454,364,1
1239,4008,1057,1
1240,10626,1357,1
1241,3388,1454,1
1242,1907,335,1
1243,5785,1614,1
1244,6572,7,1
1245,3947,1312,1
1246,2047,1161,1
1247,11262,1031,1
1248,12215,609,1
1249,7306,1957,1
1250,2930,1211,1
1251,9982,1514,1
1252,155,1585,1
1253,9809,1869,1
1254,14814,1914,1
1255,4217,7,1
1256,7583,259,1
1257,7239,535,1
1258,7736,311,1
1259,3192,1179,1
1260,11202,1285,1
1261,6180,1604,1
1262,158,1861,1
1263,5770,1004,1
1264,8752,419,1
1265,9936,1813,1
1266,10425,962,1
1267,3843,262,1
1268,12969,156,1
1269,5597,1611,1
1270,4979,211,1
1271,8466,512,1
1272,11934,47,1
1273,14614,1945,1
1274,2996,214,1
1275,13396,1663,1
1276,1427,1064,1
1277,6241,619,1
1278,9607,1537,1
1279,3466,1031,1
1280,1283,412,1
1281,3406,979,1
1282,3333,1285,1
1283,11055,296,1
1284,702,445,1
1285,12306,8,1
1286,8123,907,1
1287,3042,1204,1
1288,2414,1814,1
1289,4501,1662,1
1290,7663,198,1
1291,9363,1512,1
1292,7383,579,1
1293,7575,485,1
1294,12284,663,1
1295,6942,1281,1
1296,13121,373,1
1297,13274,11,1
1298,6705,1911,1
1299,6798,156,1
1300,2824,1704,1
1301,6646,1857,1
1302,2854,464,1
1303,13731,11,1
1304,1194,1979,1
1305,10756,1904,1
1306,1365,1514,1
1307,4266,75,1
1308,2783,135,1
1309,9262,1761,1
1310,10786,412,1
1311,533,1457,1
1312,14574,1531,1
1313,4844,107,1
1314,98,1881,1
1315,11043,157,1
1316,14304,581,1
1317,288,1737,1
1318,5492,831,1
1319,9438,1297,1
1320,12261,1331,1
1321,12172,1719,1
1322,6396,1047,1
1323,3778,612,1
1324,14740,412,1
1325,8770,1004,1
1326,2847,1613,1
1327,6704,831,1
1328,7365,1564,1
1329,4325,359,1
1330,3574,195,1
1331,10941,57,1
1332,12528,1085,1
1333,1757,1864,1
1334,5967,1514,1
1335,2412,1113,1
1336,10553,1157,1
1337,11485,487,1
1338,13501,1304,1
1339,8201,1897,1
1340,3008,1562,1
1341,5326,203,1
1342,7400,1529,1
1343,13283,1595,1
1344,8042,714,1
1345,13822,912,1
1346,5971,1331,1
1347,11137,1947,1
1348,6693,1604,1
1349,2329,187,1
1350,9529,1245,1
1351,6220,1112,1
1352,5229,1264,1
1353,5023,1164,1
1354,3531,1631,1
1355,14059,819,1
1356,10114,557,1
1357,1758,614,1
1358,931,1369,1
1359,459,146,1
1360,914,223,1
1361,3513,1031,1
1362,9863,419,1
1363,3661,1369,1
1364,5158,406,1
1365,12721,1447,1
1366,61,1507,1
1367,1466,1929,1
1368,5623,485,1
1369,3528,523,1
1370,14166,1862,1
1371,5399,387,1
1372,2871,1311,1
1373,3975,548,1
1374,2373,1764,1
1375,7224,1007,1
1376,7761,937,1
1377,328,279,1
1378,14021,461,1
1379,9456,1812,1
1380,11816,1335,1
1381,6929,435,1
1382,5849,1981,1
1383,7213,1054,1
1384,4986,1137,1
1385,14910,279,1
1386,9419,1757,1
1387,5571,1907,1
1388,3819,804,1
1389,1360,537,1
1390,3827,1169,1
1391,2055,331,1
1392,9752,195,1
1393,8994,263,1
1394,10110,23,1
1395,13745,645,1
1396,10061,457,1
1397,8436,45,1
1398,5851,248,1
1399,13477,654,1
1400,14219,569,1
1401,8038,579,1
1402,9142,98,1
1403,342,1345,1
1404,13675,323,1
1405,4962,1619,1
1406,6366,757,1
1407,203,1095,1
1408,11797,1304,1
1409,13815,1462,1
1410,10673,1457,1
1411,9360,1837,1
1412,10430,479,1
1413,10615,1195,1
1414,12673,854,1
1415,6430,298,1
1416,14471,145,1
1417,8498,714,1
1418,8051,1654,1
1419,13482,162,1
1420,13375,1504,1
1421,4484,769,1
1422,14137,1895,1
1423,4875,1157,1
1424,1983,53,1
1425,8995,575,1
1426,14291,45,1
1427,11743,61,1
1428,8954,606,1
1429,12423,857,1
1430,9884,47,1
1431,666,1729,1
1432,4152,748,1
1433,6354,1964,1
1434,12467,1485,1
1435,5678,1854,1
1436,8653,1212,1
1437,9458,1569,1
1438,6684,1829,1
1439,8223,937,1
1440,1072,631,1
1441,4799,685,1
1442,11248,335,1
1443,4404,56,1
1444,747,1914,1
