order_id,order_date,customer_id,total_price
13492,1/19/2024,2785,652.59
7752,4/13/2024,2235,944.71
9990,8/12/2024,5066,899.19
11241,7/10/2024,6645,966.61
12372,8/11/2024,4530,492.04
4522,1/30/2024,3280,119.04
4789,1/12/2024,8477,448.96
491,1/27/2024,7898,82.97
9088,6/22/2024,5476,393.27
9099,11/21/2023,9364,304.19
10917,6/5/2024,1370,741.05
2232,2/7/2024,4214,454.32
10234,1/24/2024,4583,553.35
12045,1/25/2024,4079,549.43
8177,3/7/2024,8327,560.13
1891,6/10/2024,2296,193.49
6448,1/10/2024,835,144.68
9173,12/12/2023,5570,934.57
9243,2/1/2024,5248,623.36
9139,11/14/2023,7418,973.56
3970,10/10/2024,8810,92.58
12118,10/5/2024,1903,398.86
9807,5/2/2024,6385,295.21
4299,10/3/2024,2236,32.82
14091,2/7/2024,7653,950.73
235,4/25/2024,8757,67.76
2053,8/25/2024,7373,190.33
12679,12/19/2023,3879,435.27
8027,9/30/2024,1073,95.4
12059,11/12/2023,4751,494.64
10745,3/29/2024,8848,829.15
12212,5/5/2024,7302,996.07
1701,10/17/2024,168,363.61
11402,3/16/2024,1418,298.66
9780,12/21/2023,4287,402.1
1465,7/5/2024,374,258.54
13764,7/27/2024,5866,610.75
13704,3/3/2024,8096,292.3
10280,4/19/2024,6564,562.7
3504,9/24/2024,9695,419.55
14893,9/26/2024,2086,779.18
13974,12/19/2023,9078,406.3
10848,2/14/2024,793,74.79
3480,4/25/2024,4106,281.02
11778,9/27/2024,8319,997.92
13767,5/15/2024,4978,451.07
3168,6/22/2024,5977,434.33
8301,7/26/2024,7956,83.19
9783,7/6/2024,591,685.72
6077,4/15/2024,6838,29.6
3667,8/18/2024,4780,921.81
4112,6/18/2024,6255,306.44
6240,4/11/2024,7507,204.15
73,8/29/2024,4202,892.69
7019,1/21/2024,2945,66.63
7301,12/24/2023,4261,76.79
1686,12/15/2023,4509,438.36
9179,8/2/2024,8822,724.06
13881,4/23/2024,5828,939.8
11071,7/11/2024,6349,471.69
14528,10/25/2024,9084,266.73
3355,10/17/2024,4227,564.12
5915,1/21/2024,6696,292.23
275,1/17/2024,4137,531.5
11960,10/18/2024,4667,103.87
6205,3/21/2024,6421,889.87
8386,8/4/2024,4777,973.1
11955,5/4/2024,2178,58.26
8883,1/28/2024,9148,646.77
10438,2/24/2024,3652,671.62
7619,4/11/2024,8161,267.26
500,8/17/2024,8341,73.13
7198,2/11/2024,7070,57.14
7023,9/6/2024,2768,541.66
5660,6/29/2024,1133,28.56
13674,2/16/2024,1169,36.26
4188,11/19/2023,1137,332.27
14319,10/4/2024,4342,297.23
14267,4/20/2024,1122,885.71
6751,4/28/2024,8443,882.84
12054,12/29/2023,3361,102.48
9465,10/10/2024,5678,24.58
3029,7/19/2024,7284,664.86
798,10/8/2024,3293,827.36
6325,1/2/2024,9048,548.07
2074,3/17/2024,5566,102.35
13526,9/20/2024,6604,450.84
5226,4/12/2024,5699,320.63
10182,4/14/2024,7815,292.74
1732,12/14/2023,7985,914.01
1595,10/31/2024,1847,494.85
1660,2/4/2024,6503,372.86
6204,4/7/2024,676,549.02
195,3/14/2024,6236,821.41
9773,10/29/2024,2601,128.81
5083,8/14/2024,6701,226.17
9705,3/6/2024,9433,526.31
7605,10/24/2024,4840,565.55
10406,9/13/2024,8839,68.84
6232,4/30/2024,5133,524.4
10205,4/19/2024,6102,641.16
9342,12/1/2023,6809,345.35
7299,12/2/2023,8639,439.62
246,7/25/2024,6824,179.11
5189,5/24/2024,2220,24.44
5854,9/12/2024,1356,483.56
5029,11/23/2023,4197,912.06
8809,12/15/2023,9783,366.93
8656,1/4/2024,8779,737.66
11589,10/1/2024,4046,224.3
483,8/11/2024,3240,556.46
1417,7/25/2024,1161,692.27
3529,7/29/2024,2268,64.31
10217,5/11/2024,6815,820.38
1401,6/1/2024,2836,445.58
14780,7/26/2024,4330,941.55
14491,5/15/2024,4032,987.83
9960,8/1/2024,697,909.9
14323,9/28/2024,7813,986.83
932,1/1/2024,1763,458.15
8458,4/22/2024,7890,822.36
7823,3/9/2024,9261,440.72
8393,8/3/2024,2820,105.38
7984,2/4/2024,4105,175.47
3478,2/2/2024,1104,953.38
3485,5/29/2024,1540,144.47
1683,8/11/2024,8043,173.84
404,3/17/2024,8556,843.03
10250,11/2/2024,5435,49.41
4970,4/22/2024,4970,476.72
13791,10/31/2024,9188,405.01
3985,9/12/2024,9600,670.09
4915,5/11/2024,3230,767.83
10082,3/21/2024,6140,92.03
8322,8/22/2024,5039,273.68
4762,5/26/2024,4743,849.85
9180,3/26/2024,4499,787.86
606,6/7/2024,9309,923.72
4856,9/8/2024,4590,888.6
3256,2/21/2024,9409,152.66
4776,9/14/2024,3805,721.28
1410,1/3/2024,6787,892.62
1657,12/1/2023,578,854.44
9541,5/23/2024,4549,340.95
2573,10/14/2024,7210,565.68
255,9/19/2024,6305,413.43
5927,8/4/2024,3691,768.11
12666,2/18/2024,5653,468.79
7180,12/11/2023,2957,987.45
10435,3/5/2024,3259,908.44
12448,2/29/2024,7939,213.64
5592,12/22/2023,951,135.48
5344,5/21/2024,3879,59.44
10345,5/23/2024,3446,217.59
11093,9/4/2024,964,937.96
4829,1/3/2024,6456,476.04
121,11/7/2023,4774,883.89
10372,3/1/2024,6852,907.87
7790,1/12/2024,2122,283.85
857,12/8/2023,2104,36.94
7895,7/23/2024,2928,767.12
3907,4/30/2024,3042,998.53
3453,2/8/2024,5723,240.36
14704,5/3/2024,9310,655.69
4420,5/6/2024,6044,543.42
9516,5/15/2024,8267,205.42
5622,2/3/2024,7527,507.24
12141,4/25/2024,9036,438.76
8999,2/26/2024,3959,305.09
13721,10/29/2024,4511,684.36
13107,10/27/2024,1658,189
4987,2/23/2024,423,181.19
8320,7/4/2024,5487,664.03
784,12/22/2023,9073,133.01
11403,2/20/2024,6774,65.4
11821,5/4/2024,4185,966.03
4469,1/11/2024,6845,225.32
6492,1/3/2024,2087,669.57
13155,6/22/2024,6272,737.9
10687,3/12/2024,2500,509.7
11378,8/20/2024,64,49.48
6374,8/23/2024,9964,520.7
5257,2/22/2024,139,676.87
8660,7/11/2024,3427,456.86
9536,8/14/2024,6247,712.64
4534,7/15/2024,3633,607.74
50,7/21/2024,6894,695.19
8142,2/12/2024,7671,76.69
13282,1/4/2024,3167,842.77
6616,11/10/2023,8594,797.63
4510,12/25/2023,3321,792.1
14833,3/28/2024,911,293.07
278,6/17/2024,2534,530.99
9091,10/20/2024,2295,380.26
3282,11/17/2023,1470,351.74
6511,9/4/2024,3898,468.45
4412,8/17/2024,966,523.27
7604,5/9/2024,1365,917.43
2693,6/17/2024,2325,145.7
2192,8/28/2024,5451,475.27
13113,2/23/2024,3960,369.54
13589,1/8/2024,1011,614.53
7906,7/17/2024,3872,571.6
14198,10/25/2024,2215,20.46
5500,5/4/2024,6383,653.79
8500,1/27/2024,8968,641.3
975,10/8/2024,5812,554.3
2094,3/28/2024,1598,560.43
13717,12/20/2023,5055,753.02
10011,9/4/2024,2613,948.23
5931,1/25/2024,4232,433.39
9385,4/6/2024,5497,798.49
1196,11/1/2024,8547,498.37
10772,7/14/2024,7053,40.72
2309,7/26/2024,557,832.71
8427,9/2/2024,9688,673.49
10910,12/18/2023,6690,922.53
2953,2/1/2024,6657,96.75
3077,11/2/2024,3748,893.46
12690,2/24/2024,1933,437.37
2072,2/15/2024,2640,53.64
4342,2/14/2024,9536,900.52
13872,5/25/2024,4430,280.2
3859,10/22/2024,2399,314.97
9892,3/16/2024,8220,388.97
7809,1/17/2024,9424,63.41
6963,10/22/2024,534,380.76
13632,1/15/2024,4113,255.02
8918,7/24/2024,2947,420.1
5123,2/20/2024,6384,289.13
2940,5/23/2024,9936,809.09
13403,5/15/2024,1353,56.66
10827,11/8/2023,9276,809.72
5646,11/10/2023,8995,888.17
9149,7/13/2024,216,622.5
12082,5/13/2024,2853,279.44
13690,11/23/2023,1445,617.66
5614,10/31/2024,8268,163.57
12682,1/23/2024,5676,517.38
7737,4/15/2024,3088,92.26
13466,9/9/2024,9927,694.35
7458,10/3/2024,6513,283.48
8769,1/3/2024,6001,963.4
13514,1/25/2024,9150,564.2
6582,8/9/2024,1116,942.49
7584,6/18/2024,9021,309.72
13647,6/8/2024,8150,794.94
9206,9/15/2024,6294,940.43
12962,5/18/2024,1619,804.79
5372,11/2/2024,7069,512.12
5352,6/9/2024,9076,826.68
3996,1/18/2024,4326,640
142,9/14/2024,6463,990.41
6617,3/11/2024,4601,811.98
11422,2/20/2024,4356,797
4246,8/8/2024,7173,925.67
2441,10/2/2024,4587,581.08
306,1/23/2024,5254,588.22
3950,9/10/2024,3424,951.6
13207,8/25/2024,7291,942.1
40,8/20/2024,5369,463.28
12174,6/7/2024,5458,805.11
5595,9/4/2024,80,419.01
1606,9/20/2024,2669,839
752,6/30/2024,837,945.52
580,3/7/2024,5148,928.38
11623,5/13/2024,2565,578.2
6526,8/20/2024,3067,674.87
2411,5/13/2024,1335,947.98
7417,4/15/2024,7172,333.46
3692,8/26/2024,8666,358.7
14294,5/18/2024,2068,930.99
11704,2/24/2024,5558,675.91
8196,8/17/2024,1619,416.1
11697,5/24/2024,1493,784.04
3659,2/25/2024,8291,566.69
4224,7/24/2024,8209,872.81
11762,5/17/2024,598,471.71
307,9/9/2024,8538,142.43
5222,9/18/2024,25,58.87
6131,8/26/2024,6357,645.42
13553,3/17/2024,3815,108.23
1236,7/9/2024,3378,513.89
12049,1/2/2024,4509,79.92
12498,5/27/2024,9177,245.74
154,7/8/2024,9086,528.62
10473,5/6/2024,3903,202.52
9978,8/21/2024,4618,888.96
10415,11/13/2023,7708,580.69
4919,1/1/2024,7997,750.57
9980,5/23/2024,2169,58.31
3994,11/7/2023,5959,880
14410,8/25/2024,9124,890.71
1869,6/18/2024,9702,93.04
11030,2/15/2024,9651,319.5
7710,3/23/2024,7222,732.92
372,12/11/2023,6194,696.56
2278,1/3/2024,9578,661.58
1165,8/23/2024,595,930.7
14944,1/6/2024,4239,152.72
5570,9/27/2024,3178,794.58
7616,3/27/2024,7905,584.5
5371,5/4/2024,4017,214.9
8912,10/29/2024,8593,777.46
9928,12/10/2023,4815,388.93
12253,8/16/2024,3349,989.4
187,5/31/2024,1496,817.94
1455,11/22/2023,4490,579.57
13405,11/19/2023,3541,754.34
12450,5/22/2024,2169,418.16
3830,2/16/2024,2531,80.45
5609,9/22/2024,6744,718.9
4730,12/28/2023,8123,850.8
14568,1/17/2024,2171,233.86
2745,5/30/2024,2759,585.95
6087,11/10/2023,9737,592.3
794,11/30/2023,308,493.38
14969,12/23/2023,8611,517.07
8790,2/14/2024,9970,425.7
9296,11/23/2023,8920,805.14
14849,5/15/2024,8301,358.7
7678,4/23/2024,7549,965.69
2132,7/8/2024,3028,74.91
6974,7/7/2024,3141,961.14
11394,10/17/2024,3088,120.23
6721,12/4/2023,6588,76.69
3033,10/15/2024,4703,853.13
9544,8/13/2024,1302,598.57
36,3/24/2024,402,411.69
8194,5/9/2024,2904,993.09
10633,10/22/2024,1674,505.59
4811,2/29/2024,6736,548.48
663,10/9/2024,782,271.69
11640,12/1/2023,6036,32.55
693,6/15/2024,8468,332.11
359,4/17/2024,546,136.46
11412,3/24/2024,4826,160.4
558,10/10/2024,4971,284.07
7836,9/1/2024,336,857.6
3554,9/22/2024,8299,739.5
8451,10/26/2024,9580,932.64
14790,6/17/2024,1541,944.32
11969,6/10/2024,8549,211.82
132,9/27/2024,4460,891.77
7962,2/16/2024,7773,956.85
11106,3/11/2024,8441,873.16
15000,1/8/2024,9490,898.16
10242,7/4/2024,5587,735.05
4407,3/28/2024,9230,567.11
4604,7/2/2024,7209,509.04
4871,4/11/2024,9522,64.37
6318,2/4/2024,2599,268.91
12547,12/15/2023,1700,592.23
11523,4/7/2024,7246,750.22
10877,10/26/2024,3175,236.77
846,4/14/2024,2857,593.59
13939,6/9/2024,8737,371.53
4022,2/15/2024,5693,630.56
14299,7/11/2024,5955,665.27
11714,12/10/2023,6267,227.85
4607,12/8/2023,3446,728.86
2678,7/6/2024,5540,59.99
13604,4/22/2024,8480,842.96
11887,8/29/2024,9342,905.07
11910,4/30/2024,3877,910.97
4817,3/10/2024,6836,71.32
7082,7/8/2024,5714,557.04
12090,5/16/2024,1609,719.63
3874,10/1/2024,6052,516.86
7391,8/18/2024,455,529.33
2898,2/5/2024,7313,883.68
10266,6/3/2024,5340,228.84
2231,5/2/2024,6041,597.5
12191,6/15/2024,8397,866.12
7437,3/4/2024,9181,818.78
11964,6/29/2024,9449,380.08
630,8/23/2024,9650,184.22
4529,7/10/2024,8735,477.11
14050,10/27/2024,4845,141.21
11139,12/23/2023,6296,389.71
10525,9/14/2024,1284,95.12
5902,6/15/2024,8854,576.34
6575,6/26/2024,8329,501.63
7841,2/10/2024,9661,163.91
11576,4/5/2024,9082,641.06
14307,8/20/2024,9289,586.11
3072,12/5/2023,1298,713.13
2610,1/31/2024,9171,988.95
6849,3/28/2024,3314,634.27
2552,1/7/2024,5796,227.42
8956,4/22/2024,9704,952.07
8069,4/20/2024,9594,270.98
3776,5/20/2024,3937,755.7
9015,9/4/2024,5072,764.63
9719,5/17/2024,8437,937.86
1321,5/19/2024,4808,699.66
5651,7/8/2024,3833,349.39
4273,9/19/2024,7488,655.06
10094,10/11/2024,5114,806.73
13518,2/18/2024,9160,291.22
9539,12/1/2023,1461,125.43
9119,9/17/2024,9408,264.11
7063,10/15/2024,1463,571.22
14430,9/1/2024,8330,903.23
7225,8/19/2024,8363,381.94
2866,1/10/2024,8591,685.68
1617,11/17/2023,3323,743.46
4455,3/23/2024,506,914.62
7351,11/4/2024,2187,731
7346,12/29/2023,4675,877.44
1754,11/26/2023,7365,948.12
10808,6/2/2024,1555,751.53
14946,4/14/2024,5250,170.67
396,10/29/2024,8434,160.77
8562,3/18/2024,3149,737.04
13218,7/19/2024,3833,460.28
2359,7/19/2024,5432,697.66
11233,9/16/2024,7093,310.97
9759,5/23/2024,3402,676.7
11264,2/14/2024,2496,540.44
5615,2/2/2024,2447,45.19
4308,8/26/2024,9407,45.22
4617,8/5/2024,6071,872.58
1015,2/2/2024,3897,618.46
4739,7/17/2024,2716,967.6
2387,11/22/2023,3337,60.65
434,4/9/2024,6712,420.3
3154,12/2/2023,4283,448.33
12056,3/6/2024,1811,71.99
2013,2/23/2024,2972,187.75
2168,8/19/2024,1530,653.62
4372,7/1/2024,3335,146.96
7592,3/30/2024,4967,777.16
226,6/5/2024,5417,331.45
5883,6/3/2024,4781,63.97
3522,11/17/2023,7275,756.19
11535,1/13/2024,3597,310.75
7230,7/15/2024,5614,629.07
10909,11/12/2023,5308,454.47
2863,10/19/2024,9835,855.34
127,9/3/2024,7615,227.64
1310,8/21/2024,1638,729.63
7819,12/28/2023,1892,992.92
988,1/26/2024,9623,216.07
12738,12/24/2023,9018,932.94
4878,10/1/2024,7157,241.75
10405,5/22/2024,599,852.44
7585,2/3/2024,6470,694.22
4984,11/5/2023,2343,611.94
9808,4/10/2024,2547,560.29
12864,5/27/2024,31,767.41
10030,8/28/2024,3426,741.85
11738,10/18/2024,6092,611.91
5721,1/8/2024,4681,687.03
8169,6/9/2024,19,716.13
13359,2/13/2024,5272,149.37
12159,6/21/2024,8059,702.53
10332,10/14/2024,9491,979.01
10218,7/18/2024,3947,574.23
13637,11/29/2023,1721,662.59
10888,12/31/2023,2269,508.66
8236,10/10/2024,2485,213.88
778,8/10/2024,3751,672.15
6560,6/20/2024,1864,545.34
10191,11/18/2023,839,204.08
12194,11/24/2023,5572,610.83
7731,9/29/2024,169,291.9
5327,8/23/2024,9285,242.6
4833,1/12/2024,7427,360.05
14509,6/11/2024,6287,344.6
4911,9/1/2024,6402,439.59
3123,6/16/2024,3384,579.06
6666,8/27/2024,3372,531.65
4940,4/15/2024,3227,101.89
2005,2/2/2024,3102,536.58
965,5/4/2024,7580,699.62
4931,2/23/2024,6895,390.56
12333,10/8/2024,6454,164.48
14083,7/14/2024,3019,612.65
5259,3/25/2024,9519,381.25
14004,5/5/2024,1539,685.74
5116,4/18/2024,776,995.96
7599,7/29/2024,813,790.01
10742,5/22/2024,2610,620.89
8300,4/18/2024,4204,467.16
11490,6/23/2024,794,437.69
12617,9/7/2024,7255,879.89
7765,12/5/2023,5103,295.24
10080,6/12/2024,3626,687.37
8370,7/8/2024,6335,596.24
3527,11/16/2023,2232,576.48
381,12/7/2023,5868,846.04
4131,12/21/2023,1656,891.38
3349,2/17/2024,7761,770.19
1841,8/1/2024,3895,384.53
14202,9/29/2024,3909,870.48
9461,2/11/2024,1394,943.38
7159,11/17/2023,9816,945.92
11723,12/17/2023,1252,100.08
6847,8/20/2024,5545,135.4
12795,3/31/2024,4792,491.38
14621,7/10/2024,8529,666.37
967,6/15/2024,3193,88.95
14931,4/2/2024,4334,156.4
3244,3/2/2024,472,182.8
7539,2/26/2024,9024,83.99
3880,4/2/2024,8972,40.69
5707,2/11/2024,6476,782.57
8768,10/8/2024,904,101.41
10929,5/2/2024,9316,833.44
8617,10/22/2024,9733,386.24
10272,6/9/2024,3485,398.71
6290,5/3/2024,6839,470.58
3719,1/31/2024,6173,133.69
13957,11/24/2023,5887,299.62
10304,6/18/2024,8617,404.18
12611,8/25/2024,451,558.67
9623,11/21/2023,7008,528.85
4505,11/23/2023,8427,857.86
11748,3/3/2024,5391,806.05
12015,11/3/2024,7171,833.71
492,11/29/2023,5234,658.8
4004,4/23/2024,5281,633.88
12064,6/24/2024,6,778.15
7330,12/22/2023,6826,515.87
3425,7/4/2024,9520,800.42
12514,7/11/2024,3027,796.8
7900,6/11/2024,8421,753.14
4008,10/8/2024,9968,127.96
10626,9/17/2024,4244,823.78
1907,12/20/2023,1217,365.09
6572,11/13/2023,4327,934.29
3947,4/13/2024,7605,856.32
2047,8/12/2024,4199,510.3
11262,5/17/2024,246,901.47
2930,12/22/2023,8913,928.08
9809,3/10/2024,1916,193.25
14814,11/10/2023,541,621.48
7239,3/29/2024,8015,257.76
7736,9/30/2024,6635,731.73
158,6/17/2024,5931,919.25
5770,8/26/2024,1192,239.15
8752,1/22/2024,1112,712.46
12969,10/10/2024,1765,574.03
8466,12/22/2023,4112,421.71
14614,1/5/2024,787,882.72
1427,4/10/2024,7059,833.02
3406,6/19/2024,6519,643.86
3333,7/25/2024,9934,136.24
702,6/12/2024,2598,96.31
8123,8/16/2024,8271,921.13
3042,1/10/2024,1046,786.48
4501,12/7/2023,708,201.96
7663,5/1/2024,4511,629.04
9363,9/14/2024,7326,817.58
7383,12/12/2023,6420,635.63
7575,8/24/2024,1959,458.59
12284,9/13/2024,1506,135.8
6942,6/8/2024,8701,542.19
2824,1/14/2024,8003,725.08
6646,4/11/2024,393,905.91
2854,3/1/2024,7787,98.64
10756,9/22/2024,2555,63.23
4266,9/12/2024,2393,124.17
2783,7/21/2024,188,202.22
9262,12/5/2023,5356,67.08
533,10/14/2024,6057,941.56
4844,7/21/2024,7273,425.68
14304,10/2/2024,263,306.78
288,3/3/2024,8787,415.89
12261,4/27/2024,9650,372.55
12172,10/9/2024,1727,251.37
6396,3/6/2024,7355,811.06
3778,2/15/2024,2673,531.13
14740,9/8/2024,3055,332.68
8770,12/8/2023,8176,850.34
2847,3/20/2024,2541,979.83
6704,2/13/2024,2917,497.5
7365,8/23/2024,1650,561.1
4325,2/6/2024,6615,668.23
3574,2/20/2024,3482,799.02
10941,2/28/2024,69,59.4
12528,8/19/2024,5195,39.25
1757,4/5/2024,5335,491.22
2412,11/9/2023,2705,730.59
11485,9/10/2024,1448,620.59
8201,6/11/2024,724,709.32
3008,12/24/2023,3035,940.26
5326,9/25/2024,5791,88.22
13283,4/5/2024,3792,520.18
5971,3/10/2024,1020,508.93
11137,5/2/2024,1596,465.51
2329,5/20/2024,741,773.37
9529,5/3/2024,3498,981.33
5023,1/8/2024,1407,518.49
3531,5/10/2024,7492,751.58
1758,10/31/2024,1909,698.03
3513,5/27/2024,4200,114.18
9863,10/14/2024,2050,365.06
3661,1/19/2024,9311,370.84
5158,1/24/2024,4461,98.78
1466,5/11/2024,4932,490.44
5623,7/21/2024,4874,235.56
5399,4/4/2024,7097,834.73
2871,6/18/2024,5042,292.79
2373,10/13/2024,1565,29.61
7224,9/26/2024,8825,873.85
7761,5/15/2024,7455,494.6
328,12/12/2023,3083,716.16
14021,2/6/2024,1600,233.85
9456,3/3/2024,4272,485.08
6929,7/26/2024,179,558.59
7213,1/6/2024,9297,950.62
14910,4/25/2024,4827,151.93
9419,4/10/2024,6507,411.31
5571,6/13/2024,2985,768.72
3819,8/8/2024,4175,739.42
3827,12/1/2023,7005,205.93
9752,8/30/2024,2208,916.53
13745,10/19/2024,1144,189.96
10061,3/6/2024,2952,146.27
8436,12/28/2023,7242,126.09
5851,8/16/2024,4875,225.37
13477,2/18/2024,1728,789.89
14219,4/19/2024,3147,913.15
8038,2/14/2024,9871,599.1
9142,10/23/2024,3558,951.52
13675,11/22/2023,7916,402.51
203,11/22/2023,8317,239.17
13815,2/2/2024,1193,35.04
10673,12/4/2023,4101,479.13
9360,2/6/2024,6199,97.96
10430,3/4/2024,3002,331.55
6430,12/22/2023,460,618.69
8498,3/1/2024,6495,915.43
8051,12/29/2023,5330,257.4
13482,11/8/2023,3582,852.24
4484,8/30/2024,3055,327.56
14137,5/18/2024,4337,502.25
14291,11/24/2023,8067,931.41
8954,12/3/2023,2324,172.69
12423,10/11/2024,9166,748.91
9884,8/24/2024,6791,75.05
